Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
PosHorizColeta: 1 = Margem direita, 2 = Centro, 3 = Margem esquerda, 4 = Composta, 5 = Extra, 6 = Indefinida, 7 = Superfície, 8 = Integrada, 9 = 40%, 10 = 50%
PosVertColeta: 1 = Indefinida, 2 = Superficial, 3 = Integrada, 4 = Fundo, 5 = 20%, 6 = 40%, 7 = 50%, 8 = 60%, 9 = 70%, 10 = 80%
Choveu: 0 = Não, 1 = Sim
Status: 0 = Branco, 1 = Real, 2 = Menor que (<), 3 = Valor aceito (VA), 4 = Não detectado (ND)

Restrições da consulta:
Código da Estação:65925770


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;PosHorizColeta;PosVertColeta;Choveu;Profundidade;TempAr;TempAmostra;pH;Cor;Turbidez;CondutividadeEletrica;DurezaTotal;Dureza;DQO;DBO;OD;SolTotais;SolFixos;SolVolateis;SolSuspensaoTotais;SolSuspensaoFixos;SolSuspensaoVolateis;SolDissolvidosTotais;SolDissolvidosFixos;SolDissolvidosVolateis;SolSedimentaveis;Detergentes;AlcalinidadeCO3;AlcalinidadeHCO3;AlcalinidadeOH;Cloretos;Sulfatos;Sulfetos;Fluoretos;FosfatoTotal;Cianetos;NitrogenioTotal;AmoniaNaoIonizavel;NitrogenioAmoniacal;Nitratos;Nitritos;CompostosOrganoclorados;CompostosOrganofosforados;Aluminio;Arsenio;Cadmio;Chumbo;Cobre;CromoTrivalente;CromoHexavalente;Manganes;Mercurio;Niquel;Zinco;IndiceFenois;ColiformesTotais;ColiformesFecais;CloroResidual;Bario;Berilio;Boro;Cobalto;Estanho;Litio;Prata;Selenio;UranioTotal;Vanadio;Benzeno;BenzoAPireno;n11Dicloroeteno;n12Dicloroetano;Pentaclorofenol;Tetracloroeteno;Tricloroeteno;TetracloretoCarbono;n246Triclorofenol;Aldrin;Clordano;DDT;Dieldrin;Endrin;Endossulfan;EpoxidoHeptacloro;Heptacloro;Lindano;Metoxicloro;DodecacloroNonacloro;BifenilasPolicloradas;Toxafeno;Demeton;Gution;Malation;Paration;Carbaril;Acido24Diclorofenoxiacetico;n245TP;n245T;BHC;Ethion;DySystonDisulfton;Phosdrin;DDEPP;AzinfosEtil;Diazinon;EstreptococosFecais;Salmonelas;Colifagos;BacteriasHeterotroficas;Protozoarios;Fungos;Algas;ContagemBacteriasPlaca;Clorofila;OleosGraxas;AlcalinidadeTotal;CarbonoOrganicoTotal;Hidrocarbonetos;OrtofosfatoTotal;CromoTotal;MetilParation;NitrogenioOrganico;SodioTotal;MagnesioTotal;SilicaDissolvida;PotassioTotal;CalcioTotal;FerroTotal;DescargaLiquida;FosforoTotal;BismutoTotal;Acidez;NitrogenioTotalKJELDAHL;NitrogenioAlbuminoide;Transparencia;EnteroBacteriasPatogenicas;ZooplanctonTotal;Amoniaco;IQA;ColiformesTermotolerantes;Escherichia;Aluminiodissolvido;Borodissolvido;Cianetolivre;Cobredissolvido;CondutividadeEspecifica;Densidadecianobacterias;Durezamagnesio;FerroDissolvido;FitoplanctonQuantitativo;ODsaturacao;ParametroProfundidade;QualAguaStatus do 1 ao 147
65925770;1;29/03/2005;10:00;38209;;;;;"19,0";;"7,1";;"17,0";;;;;"2,0";"7,8";"18,0";;;;;;;;;;;;;;;;;;"0,0";;"0,93";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"782,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,028";;;"0,22";;;;;;70;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;"
65925770;1;29/03/2005;11:45;;;;0;;"25,0";"19,0";"7,12";;"17,0";"54,4";"19,0";;"1,0";"2,0";"7,8";"18,0";;;;;;"18,0";;;;;;;;"2,6";"3,25";;;"0,028";;;;"0,034";;;;;;;;;"0,05";;;"0,01";;;"0,05";;"2340,0";"782,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;21/02/2005;10:00;38208;;;;;"24,0";;"7,6";;"3,6";;;;;"2,0";"8,7";"61,0";;;;;;;;;;;;;;;;;;"0,0";;"0,86";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"405,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,038";;;"0,17";;;;;;76;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;"
65925770;1;21/02/2005;16:20;;;;0;;"32,0";"24,0";"7,57";;"3,6";"46,0";"28,18";;"10,0";"2,0";"8,7";"61,0";;;;;;"61,0";;;;;;;;"4,6";"0,05";;;"0,038";;;;"0,073";;;;;;;;;"0,05";;;"0,01";;;"0,05";;"545,0";"405,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;01/02/2005;10:00;38207;;;;;"22,0";;"7,1";;"5,9";;;;;"2,0";"9,1";"46,0";;;;;;;;;;;;;;;;;;"0,0";;"0,73";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"1400,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,11";;;"0,19";;;;;;70;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;"
65925770;1;01/02/2005;09:40;;;;0;;"21,0";"22,0";"7,09";;"5,9";"43,4";"16,32";;"14,0";"2,0";"9,1";"46,0";;;;;;"46,0";;;;;;;;"4,0";"0,87";;;"0,11";;;;"0,059";;;;;;;;;"0,05";;;;;;"0,05";;"1400,0";"1400,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;14/12/2004;10:30;;;;0;;"24,5";"19,0";"7,21";;"5,5";"46,3";"18,87";;"13,0";"3,5";"5,5";"42,0";;;;;;"42,0";;;;;;;;"2,85";"1,3";;;"0,036";;;;"0,02";;;;;;;;;"0,05";;;;;;"0,05";;"20,0";"20,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;14/12/2004;10:00;38206;;;;;"19,0";;"7,2";;"5,5";;;;;"3,5";"5,5";"42,0";;;;;;;;;;;;;;;;;;"0,0";;"0,79";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"20,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,036";;;"0,19";;;;;;76;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;"
65925770;1;01/12/2004;15:30;;;;0;;"27,5";"21,0";"6,93";;"17,0";"42,5";"17,34";;"6,0";"2,0";"9,1";"51,0";;;;;;"51,0";;;;;;;;"4,76";"0,3";;;"0,023";;;;"0,041";;;;;;;;;"0,05";;;;;;"0,05";;"210,0";"57,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;01/12/2004;10:00;38205;;;;;"21,0";;"6,9";;"17,0";;;;;"2,0";"9,1";"51,0";;;;;;;;;;;;;;;;;;"0,0";;"1,0";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"57,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,023";;;"0,34";;;;;;80;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;"
65925770;1;28/10/2004;13:30;;;;0;;"26,0";"20,0";"7,65";;"9,4";"43,2";"15,3";;"12,0";"2,0";"8,0";"69,0";;;;;;"69,0";;;;;;;;"2,8";"2,0";;;"0,022";;;;"0,02";;;;;;;;;"0,05";;;"0,03";;;"0,05";;"46,0";"20,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;28/10/2004;10:00;38204;;;;;"20,0";;"7,7";;"9,4";;;;;"2,0";"8,0";"69,0";;;;;;;;;;;;;;;;;;"0,0";;"1,11";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"20,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,022";;;"0,18";;;;;;83;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;"
