Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não , 1 = Sim
TipoMedicaoCotas: 1 = Escala, 2 = Linígrafo, 3 = Data Logger, 5 = Escala SMS
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:65925770


EstacaoCodigo;NivelConsistencia;Data;hora;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
65925770;1;01/03/2009;;1;1;54;36;42;8;1;1;1;1;;;36;36;36;36;36;38;38;54;52;50;50;50;50;48;48;48;46;46;44;44;42;42;40;40;38;38;38;38;36;36;36;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/02/2009;07:00;0;1;48;32;34;25;11;1;1;1;;;34;34;34;34;34;34;34;34;34;34;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;42;38;36;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65925770;1;01/02/2009;17:00;0;1;52;32;34;24;10;1;1;1;;;34;34;34;34;34;34;34;34;34;32;32;32;32;32;32;32;32;32;32;32;32;32;32;52;48;38;36;36;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65925770;1;01/02/2009;;1;1;52;32;34;24;11;1;1;1;;;34;34;34;34;34;34;34;34;34;33;32;32;32;32;32;32;32;32;32;32;32;32;32;42;48;40;37;36;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65925770;1;01/01/2009;07:00;0;1;46;34;37;16;1;1;1;1;;;34;34;42;37;34;34;34;34;34;34;34;36;38;44;44;46;44;42;40;38;36;36;36;36;36;34;34;34;34;34;34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/01/2009;17:00;0;1;46;34;37;16;1;1;1;1;;;34;34;39;35;34;34;34;34;34;34;34;36;38;44;44;46;44;42;40;38;36;36;36;36;36;34;34;34;34;34;34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/01/2009;;1;1;46;34;37;16;1;1;1;1;;;34;34;41;36;34;34;34;34;34;34;34;36;38;44;44;46;44;42;40;38;36;36;36;36;36;34;34;34;34;34;34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2008;07:00;0;1;40;32;36;1;26;1;1;1;;;40;38;38;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;36;34;34;34;34;34;34;32;32;32;32;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2008;17:00;0;1;38;32;35;1;26;1;1;1;;;38;38;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;36;36;34;34;34;34;34;34;32;32;32;32;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2008;;1;1;40;32;35;1;26;1;1;1;;;39;38;38;38;38;38;38;38;38;37;36;36;36;36;36;36;36;36;36;34;34;34;34;34;34;32;32;32;32;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/11/2008;07:00;0;1;86;40;52;2;26;1;1;1;;;56;86;72;64;60;58;56;56;54;52;52;50;50;60;58;56;52;48;48;46;46;44;44;42;42;40;40;40;40;40;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/11/2008;17:00;0;1;86;40;52;1;26;1;1;1;;;86;76;66;62;60;56;56;54;54;52;50;50;56;60;58;54;50;48;48;46;44;44;44;42;42;40;40;40;40;40;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/11/2008;;1;1;86;40;52;2;26;1;1;1;;;71;81;69;63;60;57;56;55;54;52;51;50;53;60;58;55;51;48;48;46;45;44;44;42;42;40;40;40;40;40;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/10/2008;07:00;0;1;104;38;54;29;1;1;1;1;;;38;38;40;54;73;68;66;54;48;46;50;48;46;46;44;46;62;56;50;50;48;48;48;48;50;52;54;52;104;70;64;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/10/2008;17:00;0;1;120;38;54;4;1;1;1;1;;;38;38;40;120;70;66;58;50;46;46;50;48;46;46;46;46;60;54;50;48;48;48;48;48;50;52;52;52;80;66;60;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/10/2008;;1;1;120;38;54;4;1;1;1;1;;;38;38;40;87;72;67;62;52;47;46;50;48;46;46;45;46;61;55;50;49;48;48;48;48;50;52;53;52;92;68;62;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/09/2008;07:00;0;1;50;37;40;12;30;1;1;1;;;39;39;38;38;38;38;38;38;38;38;48;50;50;46;44;42;42;42;40;40;40;40;38;38;38;38;38;38;38;37;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/09/2008;17:00;0;1;50;37;40;12;30;1;1;1;;;39;39;38;38;38;38;38;38;38;38;48;50;50;46;44;42;42;42;40;40;40;40;38;38;38;38;38;38;38;37;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/09/2008;;1;1;50;37;40;12;30;1;1;1;;;39;39;38;38;38;38;38;38;38;38;48;50;50;46;44;42;42;42;40;40;40;40;38;38;38;38;38;38;38;37;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/08/2008;07:00;0;1;72;38;46;15;1;1;1;1;;;38;39;38;38;38;38;38;39;40;39;39;44;55;66;72;70;68;64;55;48;48;46;44;42;42;41;40;40;40;40;39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/08/2008;17:00;0;1;72;38;46;15;1;1;1;1;;;38;39;38;38;38;38;38;39;40;39;39;44;55;66;72;70;68;64;55;48;48;46;44;42;42;41;40;40;40;40;39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/08/2008;;1;1;72;38;46;15;1;1;1;1;;;38;39;38;38;38;38;38;39;40;39;39;44;55;66;72;70;68;64;55;48;48;46;44;42;42;41;40;40;40;40;39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2008;07:00;0;1;49;38;41;3;25;1;1;1;;;48;47;49;47;46;44;44;44;43;43;42;42;41;40;40;40;40;40;39;39;39;39;39;39;38;38;38;38;38;38;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2008;17:00;0;1;49;38;41;3;25;1;1;1;;;48;47;49;47;46;44;44;44;43;43;42;42;41;40;40;40;40;40;39;39;39;39;39;39;38;38;38;38;38;38;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2008;;1;1;49;38;41;3;25;1;1;1;;;48;47;49;47;46;44;44;44;43;43;42;42;41;40;40;40;40;40;39;39;39;39;39;39;38;38;38;38;38;38;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/06/2008;07:00;0;1;78;37;48;28;1;1;1;1;;;37;37;58;60;44;42;41;40;40;50;45;47;52;52;51;51;50;48;47;45;44;44;42;42;42;43;45;78;63;55;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/06/2008;17:00;0;1;76;37;48;3;1;1;1;1;;;37;47;76;46;43;41;40;38;41;45;42;56;52;52;51;51;50;48;47;45;44;44;42;42;42;43;49;71;60;53;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/06/2008;;1;1;78;37;48;28;1;1;1;1;;;37;42;67;53;44;42;41;39;41;48;44;52;52;52;51;51;50;48;47;45;44;44;42;42;42;43;47;75;62;54;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/05/2008;07:00;0;1;60;40;47;1;27;1;1;1;;;60;60;56;58;56;54;54;50;49;48;47;46;46;46;45;44;44;44;43;43;43;42;42;42;42;41;40;40;52;43;40;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/05/2008;17:00;0;1;60;38;46;1;31;1;1;1;;;60;58;54;57;54;54;52;50;49;48;47;46;46;46;45;44;44;44;43;43;43;42;42;42;42;41;40;40;45;41;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/05/2008;;1;1;60;38;47;1;31;1;1;1;;;60;59;55;58;55;54;53;50;49;48;47;46;46;46;45;44;44;44;43;43;43;42;42;42;42;41;40;40;49;42;39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/04/2008;07:00;0;1;75;34;47;29;1;1;1;1;;;34;34;35;34;34;34;34;34;34;34;34;38;40;60;50;47;64;70;57;68;60;56;54;50;49;47;47;45;75;70;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/04/2008;17:00;0;1;90;34;49;17;1;1;1;1;;;34;34;34;34;34;34;34;34;34;34;34;52;42;58;48;45;90;62;70;66;58;56;52;50;48;50;47;45;73;70;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/04/2008;;1;1;90;34;48;17;1;1;1;1;;;34;34;35;34;34;34;34;34;34;34;34;45;41;59;49;46;77;66;64;67;59;56;53;50;49;49;47;45;74;70;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/03/2008;07:00;0;1;52;35;38;1;26;1;1;1;;;52;44;42;40;38;38;37;36;40;41;42;42;40;39;38;37;36;36;36;36;36;38;36;36;36;35;35;35;35;35;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/03/2008;17:00;0;1;46;35;38;1;26;1;1;1;;;46;43;40;39;38;37;37;36;40;42;42;42;40;39;38;37;36;36;36;36;36;38;36;36;36;35;35;35;35;35;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/03/2008;;1;1;52;35;38;1;26;1;1;1;;;49;44;41;40;38;38;37;36;40;42;42;42;40;39;38;37;36;36;36;36;36;38;36;36;36;35;35;35;35;35;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/02/2008;07:00;0;1;40;33;35;29;26;1;1;1;;;37;37;37;36;36;35;35;35;35;36;36;36;36;36;36;36;36;36;35;34;34;34;34;34;34;33;33;33;40;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65925770;1;01/02/2008;17:00;0;1;66;33;36;29;26;1;1;1;;;37;37;37;36;36;35;35;35;35;36;36;36;36;36;36;36;36;35;35;34;34;34;34;34;34;33;33;33;66;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65925770;1;01/02/2008;;1;1;66;33;36;29;26;1;1;1;;;37;37;37;36;36;35;35;35;35;36;36;36;36;36;36;36;36;36;35;34;34;34;34;34;34;33;33;33;53;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65925770;1;01/01/2008;07:00;0;1;54;36;39;19;9;1;1;1;;;38;42;40;39;39;39;38;37;36;36;36;40;41;39;38;37;37;36;54;44;41;40;39;37;37;37;37;37;37;38;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/01/2008;17:00;0;1;67;36;39;11;9;1;1;1;;;38;40;40;39;39;39;37;37;36;36;67;40;39;39;37;37;37;36;44;42;40;40;39;37;42;37;38;37;37;37;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/01/2008;;1;1;67;36;39;11;9;1;1;1;;;38;41;40;39;39;39;38;37;36;36;52;40;40;39;38;37;37;36;49;43;41;40;39;37;40;37;38;37;37;38;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2007;07:00;0;1;60;38;44;6;30;1;1;1;;;46;45;42;42;42;60;54;54;48;45;56;47;46;44;44;44;42;42;42;42;41;41;40;40;40;40;40;39;39;38;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2007;17:00;0;1;60;38;44;5;30;1;1;1;;;46;45;42;42;60;57;50;49;45;45;50;46;45;44;44;43;42;42;42;41;41;41;40;40;40;40;40;39;39;38;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2007;;1;1;60;38;44;6;30;1;1;1;;;46;45;42;42;51;59;52;52;47;45;53;47;46;44;44;44;42;42;42;42;41;41;40;40;40;40;40;39;39;38;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/11/2007;17:00;0;1;170;46;66;14;8;1;1;1;;;62;82;72;62;58;55;50;46;94;84;94;75;70;170;90;74;70;68;64;58;56;52;52;50;50;48;47;46;46;46;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/11/2007;07:00;0;1;190;46;70;14;28;1;1;1;;;48;60;78;66;60;56;52;48;140;93;100;92;72;190;100;80;70;68;66;58;57;54;52;52;50;49;47;46;46;46;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/11/2007;;1;1;190;46;68;14;28;1;1;1;;;55;71;75;64;59;56;51;47;117;89;97;84;71;180;95;77;70;68;65;58;57;53;52;51;50;49;47;46;46;46;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/10/2007;07:00;0;1;80;38;49;16;4;1;1;1;;;40;40;39;38;38;38;38;38;38;38;39;39;50;47;48;80;78;64;58;54;52;66;60;55;51;50;49;48;48;47;50;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/10/2007;17:00;0;1;94;38;51;16;4;1;1;1;;;40;40;39;38;38;38;38;38;38;38;39;62;48;46;82;94;70;60;55;52;70;62;56;52;50;50;48;48;48;54;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/10/2007;;1;1;94;38;50;16;4;1;1;1;;;40;40;39;38;38;38;38;38;38;38;39;51;49;47;65;87;74;62;57;53;61;64;58;54;51;50;49;48;48;51;49;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/09/2007;07:00;0;1;50;34;40;23;17;1;1;1;;;46;43;41;40;40;40;39;38;38;38;38;38;38;38;38;38;34;34;36;36;36;39;50;46;45;44;42;42;40;40;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/09/2007;17:00;0;1;62;34;40;22;17;1;1;1;;;44;42;41;40;40;40;38;38;38;38;38;38;38;38;38;37;34;34;36;36;36;62;48;46;45;43;42;41;40;40;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/09/2007;;1;1;62;34;40;22;17;1;1;1;;;45;43;41;40;40;40;39;38;38;38;38;38;38;38;38;38;34;34;36;36;36;51;49;46;45;44;42;42;40;40;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/08/2007;07:00;0;1;66;38;41;31;20;1;1;1;;;43;43;42;42;42;42;42;42;41;40;40;40;40;40;40;40;39;39;39;38;38;38;38;38;38;38;41;39;39;38;66;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/08/2007;17:00;0;1;65;38;41;31;20;1;1;1;;;43;42;42;42;42;42;42;42;41;40;40;41;40;40;40;40;39;39;39;38;38;38;38;38;38;42;39;39;39;38;65;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/08/2007;;1;1;66;38;41;31;20;1;1;1;;;43;43;42;42;42;42;42;42;41;40;40;41;40;40;40;40;39;39;39;38;38;38;38;38;38;40;40;39;39;38;66;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2007;17:00;0;1;50;36;44;9;6;1;1;1;;;39;39;39;38;38;36;36;45;50;46;46;46;46;46;45;44;44;50;48;46;45;48;47;46;46;46;46;46;44;43;43;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2007;07:00;0;1;55;36;44;9;6;1;1;1;;;39;39;39;38;38;36;36;40;55;48;45;44;46;46;45;44;43;50;49;47;46;46;47;46;46;46;46;46;44;44;43;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2007;;1;1;55;36;44;9;6;1;1;1;;;39;39;39;38;38;36;36;43;53;47;46;45;46;46;45;44;44;50;49;47;46;47;47;46;46;46;46;46;44;44;43;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/06/2007;07:00;0;1;54;39;45;1;30;1;1;1;;;54;53;52;50;50;48;48;46;46;46;46;46;45;45;44;44;43;43;42;42;41;41;41;41;40;40;40;40;40;39;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/06/2007;17:00;0;1;55;39;44;1;30;1;1;1;;;55;52;51;49;50;48;47;46;46;46;46;46;45;45;44;43;43;43;42;42;41;41;41;41;40;40;40;40;40;39;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
